"unite_id","unite_cu","unite_nom","unite_adresse","unite_mail_actif","unite_tph","unite_dpt","unite_zpn","unite_cu_sup","mail_departement_actif","unite_id_anonym","horaire_ouverture","latitude_wgs84","longitude_wgs84"
"6174","4029","Brigade territoriale autonome de Bethoncourt","1 Rue du Groupe Doubs-Lizaine 25200 BETHONCOURT","bta.bethoncourt@gendarmerie.interieur.gouv.fr","03 81 95 42 42","25","1","aucun","corg.ggd25@gendarmerie.interieur.gouv.fr","1013106","$Lundi : 8h00-12h00 14h00-18h00$Mardi : 8h00-12h00 14h00-18h00$Mercredi : 8h00-12h00 14h00-18h00$Jeudi : 8h00-12h00 14h00-18h00$Vendredi : 8h00-12h00 14h00-18h00$Samedi : 8h00-12h00 14h00-18h00$Dimanche : 9h00-12h00 15h00-18h00$Jours Fériés : 9h00-12h00 15h00-18h00","47.53886","6.79984"
"6175","4127","Brigade de proximité de Vitrey-sur-Mance","44 Rue Angèle Kiche 70500 VITREY SUR MANCE","cob.jussey@gendarmerie.interieur.gouv.fr","03 84 68 52 17","70","1","aucun","corg.ggd70@gendarmerie.interieur.gouv.fr","1013256","$Mercredi : 14h00-18h00","47.8134","5.75804"
"6176","4132","Brigade de proximité de Champagney","6 Avenue de la Gare 70290 CHAMPAGNEY","cob.champagney@gendarmerie.interieur.gouv.fr","03 84 23 10 17","70","1","aucun","corg.ggd70@gendarmerie.interieur.gouv.fr","1013279","$Lundi : 8h00-12h00 14h00-18h00$Mardi : 8h00-12h00 14h00-18h00$Mercredi : 8h00-12h00 14h00-18h00$Jeudi : 8h00-12h00 14h00-18h00$Vendredi : 8h00-12h00 14h00-18h00$Samedi : 8h00-12h00 14h00-18h00$Dimanche : 9h00-12h00 15h00-18h00$Jours Fériés : 9h00-12h00 15h00-18h00","47.70441","6.68833"
"6177","4137","Brigade de proximité de Mélisey","Route de Lure 70270 MELISEY","cob.champagney@gendarmerie.interieur.gouv.fr","03 84 20 81 17","70","1","aucun","corg.ggd70@gendarmerie.interieur.gouv.fr","1013280","$Mercredi : 14h00-18h00","47.75235","6.57538"
"6178","4135","Brigade de proximité d'Héricourt","7 Faubourg de Besançon 70400 HERICOURT","cob.hericourt@gendarmerie.interieur.gouv.fr","03 84 46 09 32","70","3","aucun","corg.ggd70@gendarmerie.interieur.gouv.fr","1013282","$Lundi : 8h00-12h00 14h00-18h00$Mardi : 8h00-12h00 14h00-18h00$Mercredi : 8h00-12h00 14h00-18h00$Jeudi : 8h00-12h00 14h00-18h00$Vendredi : 8h00-12h00 14h00-18h00","47.57286","6.75108"
"6179","5424","Brigade de proximité de Bonneval","136 Rue de Chartres 28800 BONNEVAL","cob.bonneval@gendarmerie.interieur.gouv.fr","02 37 47 71 86","28","1","aucun","corg.ggd28@gendarmerie.interieur.gouv.fr","1008050","$Lundi : 8h00-12h00 14h00-19h00$Mardi : 8h00-12h00 14h00-19h00$Mercredi : 8h00-12h00 14h00-19h00$Jeudi : 8h00-12h00 14h00-19h00$Vendredi : 8h00-12h00 14h00-19h00$Samedi : 8h00-12h00 14h00-19h00$Dimanche : 9h00-12h00 15h00-18h00$Jours Fériés : 9h00-12h00 15h00-18h00","48.19062","1.39184"
"6180","5427","Brigade de proximité d'Orgères-en-Beauce","11 ter Rue Texier Gallas 28140 ORGERES EN BEAUCE","cob.bonneval@gendarmerie.interieur.gouv.fr","02 37 99 96 05","28","1","aucun","corg.ggd28@gendarmerie.interieur.gouv.fr","1008051","$Lundi : 8h00-12h00$Mercredi : 8h00-12h00 14h00-18h00$Samedi : 8h00-12h00$Jours Fériés : 9h00-12h00 15h00-18h00","48.14956","1.68377"
"6215","1372","Brigade territoriale autonome de Saint-Gilles-Croix-de-Vie","9 Rue des Vergers d'Éole 85800 ST GILLES CROIX DE VIE","bta.st-gilles-croix-de-vie@gendarmerie.interieur.gouv.fr","02 51 55 01 19","85","1","aucun","corg.ggd85@gendarmerie.interieur.gouv.fr","1007768","$Lundi : 8h00-12h00 14h00-18h00$Mardi : 8h00-12h00 14h00-18h00$Mercredi : 8h00-12h00 14h00-18h00$Jeudi : 8h00-12h00 14h00-18h00$Vendredi : 8h00-12h00 14h00-18h00$Samedi : 8h00-12h00 14h00-18h00$Dimanche : 9h00-12h00 15h00-18h00$Jours Fériés : 9h00-12h00 15h00-18h00","46.68735","-1.90978"
"6216","139","Brigade de proximité de Wormhout","697 Route d'Herzeele 59470 WORMHOUT","cob.wormhout@gendarmerie.interieur.gouv.fr","03 28 65 62 55","59","1","aucun","corg.ggd59@gendarmerie.interieur.gouv.fr","1013525","$Lundi : 8h00-12h00 14h00-18h00$Mardi : 8h00-12h00 14h00-18h00$Mercredi : 8h00-12h00 14h00-18h00$Jeudi : 8h00-12h00 14h00-18h00$Vendredi : 8h00-12h00 14h00-18h00$Samedi : 8h00-12h00 14h00-18h00$Dimanche : 9h00-12h00 15h00-18h00$Jours Fériés : 9h00-12h00 15h00-18h00","50.883","2.48074"
"6217","1562","Brigade de proximité de Tartas","40 Rue Jean Jaurès 40400 TARTAS","cob.tartas@gendarmerie.interieur.gouv.fr","05 58 73 88 40","40","1","aucun","corg.ggd40@gendarmerie.interieur.gouv.fr","1004285","$Lundi : 8h00-12h00 14h00-18h00$Mardi : 8h00-12h00 14h00-18h00$Mercredi : 8h00-12h00 14h00-18h00$Jeudi : 8h00-12h00 14h00-18h00$Vendredi : 8h00-12h00 14h00-18h00$Samedi : 8h00-12h00 14h00-18h00$Dimanche : 9h00-12h00 15h00-18h00$Jours Fériés : 9h00-12h00 15h00-18h00","43.8317","-0.81409"
"6218","2252","Brigade de proximité de Samatan","228 Route de Gimont 32130 SAMATAN","cob.lombez@gendarmerie.interieur.gouv.fr","05 62 62 30 02","32","1","aucun","corg.ggd32@gendarmerie.interieur.gouv.fr","1004973","$Lundi : 14h00-18h00","43.49949","0.92688"
"6219","2263","Brigade de proximité de Lectoure","Caserne Garde Toquebens Lotissement Moulin de la Justice 32700 LECTOURE","cob.fleurance@gendarmerie.interieur.gouv.fr","05 62 68 70 17","32","1","aucun","corg.ggd32@gendarmerie.interieur.gouv.fr","1004991","$Lundi : 8h00-12h00$Vendredi : 8h00-12h00","43.93646","0.64538"
"6220","2268","Brigade de proximité de Saint-Clar","Lieu-dit Labarthète 32380 ST CLAR","cob.fleurance@gendarmerie.interieur.gouv.fr","05 62 66 40 17","32","1","aucun","corg.ggd32@gendarmerie.interieur.gouv.fr","1004992","$Lundi : 8h00-12h00$Vendredi : 8h00-12h00","43.88967","0.75758"
"6221","1834","Brigade de proximité de Jonzac","16 Boulevard René Gautret 17500 JONZAC","cob.jonzac@gendarmerie.interieur.gouv.fr","05 46 48 04 55","17","1","aucun","corg.ggd17@gendarmerie.interieur.gouv.fr","1005538","$Lundi : 8h00-12h00 14h00-18h00$Mardi : 8h00-12h00 14h00-18h00$Mercredi : 8h00-12h00 14h00-18h00$Jeudi : 8h00-12h00 14h00-18h00$Vendredi : 8h00-12h00 14h00-18h00$Samedi : 8h00-12h00 14h00-18h00$Dimanche : 9h00-12h00 15h00-18h00$Jours Fériés : 9h00-12h00 15h00-18h00","45.4479","-0.43156"
"6991","935","Brigade territoriale autonome de Bayeux","49 Avenue Conseil 14400 BAYEUX","bta.bayeux@gendarmerie.interieur.gouv.fr","02 31 51 12 20","14","1","aucun","corg.ggd14@gendarmerie.interieur.gouv.fr","1007001","$Lundi : 8h00-12h00 14h00-19h00$Mardi : 8h00-12h00 14h00-19h00$Mercredi : 8h00-12h00 14h00-19h00$Jeudi : 8h00-12h00 14h00-19h00$Vendredi : 8h00-12h00 14h00-19h00$Samedi : 8h00-12h00 14h00-19h00$Dimanche : 9h00-12h00 15h00-18h00$Jours Fériés : 9h00-12h00 15h00-18h00","49.2781","-0.71715"
"6982","845","Brigade de proximité de Saint-Pol-de-Léon","33 Rue de Roscoff 29250 ST POL DE LEON","cob.st-pol-de-leon@gendarmerie.interieur.gouv.fr","02 98 69 00 48","29","1","aucun","corg.ggd29@gendarmerie.interieur.gouv.fr","1006354","$Lundi : 8h00-12h00 14h00-18h00$Mardi : 8h00-12h00 14h00-18h00$Mercredi : 8h00-12h00 14h00-18h00$Jeudi : 8h00-12h00 14h00-18h00$Vendredi : 8h00-12h00 14h00-18h00$Samedi : 8h00-12h00 14h00-18h00$Dimanche : 9h00-12h00 15h00-18h00$Jours Fériés : 9h00-12h00 15h00-18h00","48.69003","-3.98953"
"6970","699","Brigade territoriale autonome de Bain-de-Bretagne","7 Rue La Rose des Vents 35470 BAIN DE BRETAGNE","bta.bain-de-bretagne@gendarmerie.interieur.gouv.fr","02 99 43 70 13","35","1","aucun","corg.ggd35@gendarmerie.interieur.gouv.fr","1006102","$Lundi : 8h00-12h00 14h00-18h00$Mardi : 8h00-12h00 14h00-18h00$Mercredi : 8h00-12h00 14h00-18h00$Jeudi : 8h00-12h00 14h00-18h00$Vendredi : 8h00-12h00 14h00-18h00$Samedi : 8h00-12h00 14h00-18h00$Dimanche : 9h00-12h00 15h00-18h00$Jours Fériés : 9h00-12h00 15h00-18h00","47.85285","-1.67408"
"6227","3112","Brigade de proximité de Salers","2 Route de Mauriac - Jarriges 15140 SALERS","cob.salers@gendarmerie.interieur.gouv.fr","04 71 40 70 17","15","1","aucun","corg.ggd15@gendarmerie.interieur.gouv.fr","1009677","$Lundi : 14h00-18h00$Mardi : 8h00-12h00 14h00-18h00$Mercredi : 8h00-12h00$Jeudi : 8h00-12h00 14h00-18h00$Vendredi : 8h00-12h00 14h00-18h00$Samedi : 8h00-12h00$Dimanche : 9h00-12h00 15h00-18h00$Jours Fériés : 9h00-12h00 15h00-18h00","45.14125","2.49303"
"6228","5584","Brigade territoriale autonome de Carry-le-Rouet","Quartier des Loges Avenue Pierre Sémard 13620 CARRY LE ROUET","bta.carry-le-rouet@gendarmerie.interieur.gouv.fr","04 42 45 00 04","13","1","aucun","corg.ggd13@gendarmerie.interieur.gouv.fr","1009975","$Lundi : 8h00-12h00 14h00-18h00$Mardi : 8h00-12h00 14h00-18h00$Mercredi : 8h00-12h00 14h00-18h00$Jeudi : 8h00-12h00 14h00-18h00$Vendredi : 8h00-12h00 14h00-18h00$Samedi : 8h00-12h00 14h00-18h00$Dimanche : 9h00-12h00 15h00-18h00$Jours Fériés : 9h00-12h00 15h00-18h00","43.33773","5.15779"
"6966","586","Brigade de proximité de Gournay-en-Bray","9 Avenue des Anciens Combattants 76220 GOURNAY EN BRAY","cob.gournay-en-bray@gendarmerie.interieur.gouv.fr","02 35 90 00 17","76","1","aucun","cog.ggd76@gendarmerie.interieur.gouv.fr","1006795","$Lundi : 8h00-12h00 14h00-19h00$Mardi : 8h00-12h00 14h00-19h00$Mercredi : 8h00-12h00 14h00-19h00$Jeudi : 8h00-12h00 14h00-19h00$Vendredi : 8h00-12h00 14h00-19h00$Samedi : 8h00-12h00 14h00-19h00$Dimanche : 9h00-12h00 15h00-18h00$Jours Fériés : 9h00-12h00 15h00-18h00","49.47526","1.71639"
"6956","451","Brigade de proximité de Guise","227 Place de la Gare 02120 GUISE","cob.guise@gendarmerie.interieur.gouv.fr","03 23 66 84 17","02","1","aucun","corg.ggd02@gendarmerie.interieur.gouv.fr","1014097","$Lundi : 8h00-12h00 14h00-18h00$Mardi : 8h00-12h00 14h00-18h00$Mercredi : 8h00-12h00 14h00-18h00$Jeudi : 8h00-12h00 14h00-18h00$Vendredi : 8h00-12h00 14h00-18h00$Samedi : 8h00-12h00 14h00-18h00$Dimanche : 9h00-12h00 15h00-18h00$Jours Fériés : 9h00-12h00 15h00-18h00","49.90574","3.61762"
"6943","314","Brigade de proximité de Saint-Pol-sur-Ternoise","34 Rue de Canteraine 62130 ST POL SUR TERNOISE","cob.st-pol-sur-ternoise@gendarmerie.interieur.gouv.fr","03 21 03 12 17","62","1","aucun","corg.ggd62@gendarmerie.interieur.gouv.fr","1013676","$Lundi : 8h00-12h00 14h00-18h00$Mardi : 8h00-12h00 14h00-18h00$Mercredi : 8h00-12h00 14h00-18h00$Jeudi : 8h00-12h00 14h00-18h00$Vendredi : 8h00-12h00 14h00-18h00$Samedi : 8h00-12h00 14h00-18h00$Dimanche : 9h00-12h00 15h00-18h00$Jours Fériés : 9h00-12h00 15h00-18h00","50.37582","2.33276"
"6543","1123","Brigade de proximité de Legé","32 Rue de la Chaussée 44650 LEGE","cob.st-philbert-de-grand-lieu@gendarmerie.interieur.gouv.fr","02 40 26 37 17","44","1","aucun","cog.ggd44@gendarmerie.interieur.gouv.fr","1007402","$Lundi : 8h00-12h00$Mercredi : 14h00-18h00$Samedi : 8h00-12h00","46.88717","-1.59317"
"6940","270","Brigade territoriale autonome de Marquise","N 1 Le Cardo Avenue Ferber 62250 MARQUISE","bta.marquise@gendarmerie.interieur.gouv.fr","03 21 92 87 17","62","1","aucun","corg.ggd62@gendarmerie.interieur.gouv.fr","1013630","$Lundi : 8h00-12h00 14h00-18h00$Mardi : 8h00-12h00 14h00-18h00$Mercredi : 8h00-12h00 14h00-18h00$Jeudi : 8h00-12h00 14h00-18h00$Vendredi : 8h00-12h00 14h00-18h00$Samedi : 8h00-12h00 14h00-18h00$Dimanche : 9h00-12h00 15h00-18h00$Jours Fériés : 9h00-12h00 15h00-18h00","50.82231","1.70581"
"6933","191","Brigade de proximité de Sains-du-Nord","17 Rue Haie-Corbeaux 59177 SAINS DU NORD","cob.trelon@gendarmerie.interieur.gouv.fr","03 27 59 70 00","59","1","aucun","corg.ggd59@gendarmerie.interieur.gouv.fr","1013479","Pas d'accueil du public","50.08883","4.00772"
"6929","145","Brigade de proximité de Cassel","74 Rue de Bergues 59670 CASSEL","cob.steenvoorde@gendarmerie.interieur.gouv.fr","03 28 42 42 22","59","1","aucun","corg.ggd59@gendarmerie.interieur.gouv.fr","1013537","$Mercredi : 14h00-18h00","50.80284","2.48365"
"6925","488","Brigade de proximité de Catenoy","11 Route de Compiègne 60840 CATENOY","cob.brenouille@gendarmerie.interieur.gouv.fr","03 44 77 34 17","60","1","aucun","corg.ggd60@gendarmerie.interieur.gouv.fr","1013975","$Lundi : 8h00-12h00$Mercredi : 14h00-18h00","49.37356","2.51255"
"6922","381","Brigade de proximité d'Ailly-sur-Noye","15 Avenue de Bourgogne 80250 AILLY SUR NOYE","cob.ailly-sur-noye@gendarmerie.interieur.gouv.fr","03 22 42 47 17","80","1","aucun","corg.ggd80@gendarmerie.interieur.gouv.fr","1013885","$Mercredi : 8h00-12h00 14h00-18h00","49.75759","2.3704"
"6920","309","Brigade de proximité de Fauquembergues","Rue des Côteaux de l'Aa 62560 FAUQUEMBERGUES","cob.lumbres@gendarmerie.interieur.gouv.fr","03 21 39 50 17","62","1","aucun","corg.ggd62@gendarmerie.interieur.gouv.fr","1013666","$Lundi : 9h00-13h00$Mercredi : 8h00-12h00 14h00-18h00$Samedi : 8h00-12h00 14h00-18h00","50.59465","2.09702"
"6919","148","Brigade de proximité de Steenvoorde","2 Rue du 6 Septembre 1944 59114 STEENVOORDE","cob.steenvoorde@gendarmerie.interieur.gouv.fr","03 28 43 30 90","59","1","aucun","corg.ggd59@gendarmerie.interieur.gouv.fr","1013536","$Lundi : 8h00-12h00 14h00-18h00$Mardi : 8h00-12h00 14h00-18h00$Mercredi : 8h00-12h00 14h00-18h00$Jeudi : 8h00-12h00 14h00-18h00$Vendredi : 8h00-12h00 14h00-18h00$Samedi : 8h00-12h00 14h00-18h00$Dimanche : 9h00-12h00 15h00-18h00$Jours Fériés : 9h00-12h00 15h00-18h00","50.80311","2.58623"
"6917","197","Brigade de proximité de Busigny","35 Rue de la Gare 59137 BUSIGNY","cob.clary@gendarmerie.interieur.gouv.fr","03 27 85 71 05","59","1","aucun","corg.ggd59@gendarmerie.interieur.gouv.fr","1013494","Pas d'accueil du public","50.03451","3.4604"
"6916","4163","Brigade de proximité de Grandvillars","14 Rue du Général Leclerc 90600 GRANDVILLARS","cob.grandvillars@gendarmerie.interieur.gouv.fr","03 84 27 82 17","90","1","aucun","corg.ggd90@gendarmerie.interieur.gouv.fr","1013322","$Lundi : 8h00-12h00 14h00-18h00$Mardi : 8h00-12h00 14h00-18h00$Mercredi : 8h00-12h00 14h00-18h00$Jeudi : 8h00-12h00 14h00-18h00$Vendredi : 8h00-12h00 14h00-18h00","47.53953","6.96793"
"6915","4164","Brigade de proximité de Lachapelle-sous-Rougemont","42 Rue du Général de Gaulle 90360 LACHAPELLE SOUS ROUGEMONT","cob.giromagny@gendarmerie.interieur.gouv.fr","03 84 27 60 30","90","1","aucun","corg.ggd90@gendarmerie.interieur.gouv.fr","1013319","Pas d'accueil du public","47.70989","7.01435"
"6909","4152","Brigade de proximité de Marnay","2 Rue de la Fontaine-des-Douis 70150 MARNAY","cob.marnay@gendarmerie.interieur.gouv.fr","03 84 31 72 17","70","1","aucun","corg.ggd70@gendarmerie.interieur.gouv.fr","1013266","$Lundi : 8h00-12h00 14h00-18h00$Mardi : 8h00-12h00 14h00-18h00$Mercredi : 8h00-12h00 14h00-18h00$Jeudi : 8h00-12h00 14h00-18h00$Vendredi : 8h00-12h00 14h00-18h00$Samedi : 8h00-12h00 14h00-18h00$Dimanche : 9h00-12h00 15h00-18h00$Jours Fériés : 9h00-12h00 15h00-18h00","47.29154","5.7742"
"6906","3917","Brigade territoriale autonome de Paray-le-Monial","9 Rue des Charmes 71600 PARAY LE MONIAL","bta.paray-le-monial@gendarmerie.interieur.gouv.fr","03 85 81 14 44","71","1","aucun","corg.ggd71@gendarmerie.interieur.gouv.fr","1012888","$Lundi : 8h00-12h00 14h00-18h00$Mardi : 8h00-12h00 14h00-18h00$Mercredi : 8h00-12h00 14h00-18h00$Jeudi : 8h00-12h00 14h00-18h00$Vendredi : 8h00-12h00 14h00-18h00$Samedi : 8h00-12h00 14h00-18h00$Dimanche : 9h00-12h00 15h00-18h00$Jours Fériés : 9h00-12h00 15h00-18h00","46.466","4.10484"
"6888","1443","Brigade de proximité de Pellegrue","16 Route de Duras 33790 PELLEGRUE","cob.sauveterre-de-guyenne@gendarmerie.interieur.gouv.fr","05 56 61 59 45","33","1","aucun","corg.ggd33@gendarmerie.interieur.gouv.fr","1004063","$Mercredi : 8h00-12h00 14h00-18h00","44.74218","0.07914"
"6885","3557","Brigade territoriale autonome de Thann","56 Avenue Gubbio 68800 THANN","bta.thann@gendarmerie.interieur.gouv.fr","03 89 37 00 11","68","1","aucun","corg.ggd68@gendarmerie.interieur.gouv.fr","1012188","$Lundi : 8h00-12h00 14h00-18h00$Mardi : 8h00-12h00 14h00-18h00$Mercredi : 8h00-12h00 14h00-18h00$Jeudi : 8h00-12h00 14h00-18h00$Vendredi : 8h00-12h00 14h00-18h00$Samedi : 8h00-12h00 14h00-18h00$Dimanche : 9h00-12h00 15h00-18h00$Jours Fériés : 9h00-12h00 15h00-18h00","47.80084","7.11666"
"6879","441","Brigade de proximité de Braine","34 Rue Emile Littré 02220 BRAINE","cob.braine@gendarmerie.interieur.gouv.fr","03 23 74 35 17","02","1","aucun","corg.ggd02@gendarmerie.interieur.gouv.fr","1014111","$Lundi : 8h00-12h00 14h00-19h00$Mardi : 8h00-12h00 14h00-19h00$Mercredi : 8h00-12h00$Jeudi : 8h00-12h00 14h00-19h00$Vendredi : 8h00-12h00 14h00-19h00$Samedi : 8h00-12h00$Dimanche : 15h00-18h00$Jours Fériés : 9h00-12h00 15h00-18h00","49.3476","3.5325"
"6861","3474","Brigade territoriale autonome de Wasselonne","10 Rue du Wangenberg 67310 WASSELONNE","bta.wasselonne@gendarmerie.interieur.gouv.fr","03 88 87 02 45","67","1","aucun","corg.ggd67@gendarmerie.interieur.gouv.fr","1012041","$Lundi : 8h00-12h00 14h00-18h00$Mardi : 8h00-12h00 14h00-18h00$Mercredi : 8h00-12h00 14h00-18h00$Jeudi : 8h00-12h00 14h00-18h00$Vendredi : 8h00-12h00 14h00-18h00$Samedi : 8h00-12h00 14h00-18h00$Dimanche : 9h00-12h00 15h00-18h00$Jours Fériés : 9h00-12h00 15h00-18h00","48.6326","7.45012"
"6864","3455","Brigade territoriale autonome de Benfeld","1 Rue Joseph Siat 67230 BENFELD","bta.benfeld@gendarmerie.interieur.gouv.fr","03 88 74 40 42","67","1","aucun","corg.ggd67@gendarmerie.interieur.gouv.fr","1012073","$Lundi : 8h00-12h00 14h00-18h00$Mardi : 8h00-12h00 14h00-18h00$Mercredi : 8h00-12h00 14h00-18h00$Jeudi : 8h00-12h00 14h00-18h00$Vendredi : 8h00-12h00 14h00-18h00$Samedi : 8h00-12h00 14h00-18h00$Dimanche : 9h00-12h00 15h00-18h00$Jours Fériés : 9h00-12h00 15h00-18h00","48.37508","7.59919"
"6860","3462","Brigade territoriale autonome de Haguenau","66 Route de Marienthal 67500 HAGUENAU","bta.haguenau@gendarmerie.interieur.gouv.fr","03 88 07 41 00","67","1","aucun","corg.ggd67@gendarmerie.interieur.gouv.fr","1012025","$Lundi : 8h00-12h00 14h00-18h00$Mardi : 8h00-12h00 14h00-18h00$Mercredi : 8h00-12h00 14h00-18h00$Jeudi : 8h00-12h00 14h00-18h00$Vendredi : 8h00-12h00 14h00-18h00$Samedi : 8h00-12h00 14h00-18h00$Dimanche : 9h00-12h00 15h00-18h00$Jours Fériés : 9h00-12h00 15h00-18h00","48.80183","7.79928"
"6855","70678","Brigade de proximité de Marconne","3 bis Chemin des Poissonniers 62140 MARCONNE","cob.marconne@gendarmerie.interieur.gouv.fr","03 21 90 09 50","62","1","aucun","corg.ggd62@gendarmerie.interieur.gouv.fr","1013650","$Lundi : 8h00-12h00 14h00-18h00$Mardi : 8h00-12h00 14h00-18h00$Mercredi : 8h00-12h00 14h00-18h00$Jeudi : 8h00-12h00 14h00-18h00$Vendredi : 8h00-12h00 14h00-18h00$Samedi : 8h00-12h00 14h00-18h00$Dimanche : 9h00-12h00 15h00-18h00$Jours Fériés : 9h00-12h00 15h00-18h00","50.37253","2.04124"
"5384","3437","Brigade de proximité de Senones","11 Rue du Breuil 88210 SENONES","cob.raon-l-etape@gendarmerie.interieur.gouv.fr","03 29 57 91 17","88","1","aucun","corg.ggd88@gendarmerie.interieur.gouv.fr","1011750","$Lundi : 8h00-12h00 14h00-18h00$Mercredi : 8h00-12h00 14h00-18h00$Samedi : 8h00-12h00 14h00-18h00$Jours Fériés : 9h00-12h00 15h00-18h00","48.39442","6.9763"
"6856","297","Brigade de proximité de Fruges","49 Rue d'Hesdin 62310 FRUGES","cob.marconne@gendarmerie.interieur.gouv.fr","03 21 04 40 17","62","1","aucun","corg.ggd62@gendarmerie.interieur.gouv.fr","1013652","$Mercredi : 8h00-12h00$Samedi : 8h00-12h00","50.5086","2.13232"
"6238","2410","Brigade de proximité de Lisle-sur-Tarn","5 Avenue du Griffoulet 81310 LISLE SUR TARN","cob.rabastens@gendarmerie.interieur.gouv.fr","05 63 33 68 30","81","1","aucun","corg.ggd81@gendarmerie.interieur.gouv.fr","1005205","$Mercredi : 14h00-18h00$Samedi : 8h00-12h00$Dimanche : 9h00-12h00","43.85495","1.80548"
"6239","1799","Brigade de proximité de Confolens","1 Rue du pré de l'étang 16500 CONFOLENS","cob.confolens@gendarmerie.interieur.gouv.fr","05 45 84 04 55","16","1","aucun","corg.ggd16@gendarmerie.interieur.gouv.fr","1005471","$Lundi : 8h00-12h00 14h00-18h00$Mardi : 8h00-12h00 14h00-18h00$Mercredi : 8h00-12h00 14h00-18h00$Jeudi : 8h00-12h00 14h00-18h00$Vendredi : 8h00-12h00 14h00-18h00$Samedi : 8h00-12h00 14h00-18h00$Dimanche : 9h00-12h00 15h00-18h00$Jours Fériés : 9h00-12h00 15h00-18h00","45.99942","0.67266"
"6832","3246","Brigade de proximité de Dabo","39 Rue de la Fontaine 57850 DABO","cob.phalsbourg@gendarmerie.interieur.gouv.fr","03 87 07 40 06","57","1","aucun","corg.ggd57@gendarmerie.interieur.gouv.fr","1011486","$Mercredi : 8h00-12h00$Vendredi : 14h00-18h00","48.65813","7.23371"
"6121","3982","Brigade de proximité de Charny-Orée-de-Puisaye","4 Rue de la Mothe CHARNY 89120 CHARNY OREE DE PUISAYE","cob.montholon@gendarmerie.interieur.gouv.fr","03 86 63 63 17","89","1","aucun","corg.ggd89@gendarmerie.interieur.gouv.fr","1012951","$Lundi : 8h00-12h00 14h00-18h00$Jeudi : 8h00-12h00 14h00-18h00","47.88796","3.09528"
"6795","4711","Brigade de proximité de Ginestas","3 Avenue des Corbières 11120 GINESTAS","cob.lezignan-corbieres@gendarmerie.interieur.gouv.fr","04 68 46 12 23","11","1","aucun","corg.ggd11@gendarmerie.interieur.gouv.fr","1010823","$Lundi : 8h00-12h00 14h00-18h00$Mardi : 8h00-12h00 14h00-18h00$Mercredi : 8h00-12h00 14h00-18h00$Jeudi : 8h00-12h00 14h00-18h00$Vendredi : 8h00-12h00 14h00-18h00$Samedi : 8h00-12h00 14h00-18h00","43.26509","2.8698"
"6786","4384","Brigade de proximité de Colmars","Quartier de l'Adroit Route d'Allos 04370 COLMARS LES ALPES","cob.colmars@gendarmerie.interieur.gouv.fr","04 92 83 40 20","04","1","aucun","corg.ggd04@gendarmerie.interieur.gouv.fr","1010053","$Lundi : 8h00-12h00 14h00-18h00$Mardi : 8h00-12h00 14h00-18h00$Mercredi : 8h00-12h00 14h00-18h00$Jeudi : 8h00-12h00 14h00-18h00$Vendredi : 8h00-12h00 14h00-18h00$Samedi : 8h00-12h00 14h00-18h00$Dimanche : 9h00-12h00 15h00-18h00$Jours Fériés : 9h00-12h00 15h00-18h00","44.17954","6.62191"
"6207","3332","Brigade de proximité de Blainville-sur-l'Eau","19 Avenue Pierre Sémard 54360 BLAINVILLE SUR L EAU","cob.blainville-sur-l-eau@gendarmerie.interieur.gouv.fr","03 83 75 70 15","54","1","aucun","corg.ggd54@gendarmerie.interieur.gouv.fr","1011584","$Lundi : 8h00-12h00 14h00-19h00$Mardi : 8h00-12h00 14h00-19h00$Mercredi : 8h00-12h00 14h00-19h00$Jeudi : 8h00-12h00 14h00-19h00$Vendredi : 8h00-12h00 14h00-19h00$Samedi : 8h00-12h00 14h00-19h00$Dimanche : 9h00-12h00 15h00-19h00$Jours Fériés : 9h00-12h00 15h00-19h00","48.55598","6.39951"
"6208","3169","Brigade de proximité de Bas-Monistrol","1 Route des Cheminots 43210 BAS EN BASSET","cob.bas-monistrol@gendarmerie.interieur.gouv.fr","04 71 66 50 06","43","1","aucun","corg.ggd43@gendarmerie.interieur.gouv.fr","1009773","$Lundi : 8h00-12h00 14h00-18h00$Mardi : 8h00-12h00 14h00-18h00$Mercredi : 8h00-12h00 14h00-18h00$Jeudi : 8h00-12h00 14h00-18h00$Vendredi : 8h00-12h00 14h00-18h00$Samedi : 8h00-12h00 14h00-18h00$Dimanche : 9h00-12h00 15h00-18h00$Jours Fériés : 9h00-12h00 15h00-18h00","45.294327","4.140131"
"6768","2987","Brigade de proximité de Rochefort-Montagne","Lieu-dit Bordas 63210 ROCHEFORT MONTAGNE","cob.rochefort-montagne@gendarmerie.interieur.gouv.fr","04 73 65 80 07","63","1","aucun","NOMAIL","1009516","$Lundi : 8h00-12h00 14h00-18h00$Mardi : 8h00-12h00 14h00-18h00$Mercredi : 8h00-12h00 14h00-18h00$Jeudi : 8h00-12h00 14h00-18h00$Vendredi : 8h00-12h00 14h00-18h00$Samedi : 8h00-12h00 14h00-18h00$Dimanche : 9h00-12h00 15h00-18h00$Jours Fériés : 9h00-12h00 15h00-18h00","45.68334","2.80021"
"6767","3013","Brigade de proximité de La-Tour-d'Auvergne","Le Grand Mégnaud-Sud 63680 LA TOUR D AUVERGNE","cob.la-bourboule@gendarmerie.interieur.gouv.fr","04 73 21 52 02","63","1","aucun","NOMAIL","1009514","$Lundi : 8h00-12h00","45.53554","2.69237"
